review_es,sentimiento
"Me gustó mucho esta película.Por supuesto, la idea está bastante por ahí ... el gobierno federal que organiza tener un dispositivo de seguimiento implantado en la mandíbula de un ladrón pequeño para atraer a un ladrón / hacker informático más peligroso de la ocultación.Pero Alvin Sanders, el hombre que los federales han ""voluntario"" para ser implantado con el dispositivo, es una persona muy agradable y resulta que se divirtió mucho en su cabeza con él por un rato.Alvin incluso eventualmente se prueba a sí mismo para ser mucho más que un carácter de buen humor pero pasivo o unidimensional cuando muestra que no es tan fácilmente manipulado como puede parecer.Definitivamente vale la pena un reloj.",positivo
"Creo que este programa es una carga de basura.Todo lo que hacen es argumentar y abofetearnos al otro lado de la cara y llaman a esta actuación.Estas personas reciben un montón de dinero para esto y la mayoría de ellos ni siquiera pueden actuar para salvar sus vidas.Además, las líneas de la historia son horribles y, después de verlo durante unos minutos, estoy aburrido con eso.Me gusta la forma en que Harry Hill lleva a la Mickey en su programa de televisión 'TV BURP', por ejemplo.La broma débil ""La princesa y el guisante no son exactamente Shakespeare, ¿verdad?""Eso tenía Sonia y Naomi en puntos.No veo cómo es gracioso.Creo que esto es un desperdicio de dinero de todos por su licencia de TV, por lo que esto se puede mostrar 4/5 días a la semana.¿No hay nada mejor que esto?",negativo
"No podía creer que algunos de los horribles diálogos salían de las bocas de la gente, y el carrete final de Bloopers adjuntos al cuerpo de la película era un verdadero hoot. Y obtenemos tiros de titty de Angelique Pettyjohn (tipo de) y Loren Crabtree a Boot.a Dispositivo de teletransportación activado por Psychic Angelique Pettyjohn trae un contenedor alienígena a un laboratorio subterráneo en el desierto. Según el director Fred Olen Ray, eran conjuntos sobrantes de la película Klaus Kinski, Android, que le da a la película un mayor valor más allá de lo barato que parece. El contenedor es un alienígena en Midget (interpretado por el hijo de Ray) que comienza a arañar a la muerte. . Era bastante divertido observando a esta pequeña ""criatura"" en un traje de reptil negro con lo que parece grandes conchas de escarabajo, corriendo en la oscuridad. Incluso podemos ver el sello y la lágrima de la pequeña cosa en un cartel de ET, que pensé que era hilarante. Y luego, entonces, se parece a una serpiente que también sale del contenedor que se pone a muerte por William Fair, después del Mini La criatura mastica en el cuello de Frank McDonald en la cocina. Un bajo presupuesto asume alienígena, supongo que ... todo termina abruptamente, pareciendo que se quedan sin película al final antes de que llegue el carrete Blooper con los créditos finales. Hable sobre la falta de financiamiento ... Fred Olen Ray también menciona en el comentario del director de que también no estaban seguros de que Aldo Ray ganara el tiroteo y recuerde sus líneas. Apenas lo hizo. Sencione estornudo de queso presupuestario. Es divertido ver, le concederé que. 4 de 10",negativo
"La única razón por la que el duque es TOPS, una de las varias ""películas de carreras"" hechas durante los tiempos de segregación, valdría la pena notar hoy es porque hizo que la película debutica de un cantante de 21 años llamado Lena Horne. Ella juega a Ethel Andrews, un cantante que tiene que abandonar a su productor Mentor Duke Davis (Ralph Cooper) para suceder en lo grande. Sin embargo, Davis tiene que falsificar el dinero por sus servicios frente a ella, por lo que no sentirá pena por haberlo hecho. Luego se equipa con Doc Dorando (Lawrence Criner) para una serie de medicamentos muestra en todo el sur. Mientras tanto, en Nueva York, sus nuevos productores han bombardeado en gran medida porque la hicieron todo el programa en lugar de simplemente el acto especializado. Davis se entera de la radio y ofrece sus servicios como productor y líder de banda para llevar su alineación de otros actos de especialidad, muchos de los cuales hacen que su uno de sus pocas o únicas apariciones en cine aquí, para su oportunidad en el gran momento con Ethel junto a él. Adivina que pasa? Si bien la trama es el tipo que ha visto en miles de otros musicales de películas durante este tiempo, el hecho de que esto se hizo para una cierta audiencia hace que esta sea una de las características más fascinantes que he visto durante este mes de la historia negra. El canto de la Sra. Horne está en una buena pantalla aquí y es interesante verla tan joven antes de que su profesionalismo se apodere de su carrera. Entre otros jugadores de apoyo hay una falta de confirmación, según IMDb, aparición de Lillian Randolph, Annie en mi película favorita Es una vida maravillosa y hermana de Amanda Randolph, quien acabo de ver en el musical corto de la red negra, como la mujer con la ciática que se queja. ¡De no ser curado después de tomar la medicina del Doc antes de que Duke explique que es por los pies! Y como residente de Luisiana desde hace mucho tiempo, me gustaría tomar nota de dos jugadores de aquí en esta película: Joel Flellen de Monroe como cliente tónico y Marie Bryant de Nueva Orleans como la sexy bailarina que aparece cerca del clímax musical. Por lo tanto, solo para Lena Horne, el duque es que vale la pena ver al menos una vez.",positivo
"This is a great film From reading other reviews, I can see that I'm not the only one who shed a tear Tamilyn Tomita acted with such skill and conviction, she made the ending heartfelt and memorable In the hands of a lesser actress, her last scene would have seemed trite and corny One would never guess this film was done on a tight, limited budget The cinematography is gorgeous and there are a number of big name actors The script is so wonderful, I can see why they all wanted to be in it If you watch the long, long list of credits at the end, you'll see that half of Hawaii pitched in to make this film happen, and for good reason The soundtrack (available on CD) is absolutely beautiful and sets the mood throughout the film My only ""complaint"" is that I almost didn't want the film to end",positivo
"""La College Girl Asesure"" es mi primer conocido con el trabajo de escritura de Edgar Wallace, y en general mi primer conocimiento real de las películas de ""Krimi"" en general, y puedo decir que estoy moderadamente impresionado. Esto es realmente entretenido, aunque nunca hubiera esperado que sea así ... La película tiene una trama emocionante y muy bien convulsada, con una dosis saludable de humor, giros extravagantes y asesinatos bastante inventivos. Hay un tipo de Maltermind del mal, de James Bond, que siempre se sienta en la sombra y frente a un gran monitor, reclutando a los prisioneros para matar a ciertas chicas en un colegio específico con un nuevo tipo de veneno. También hay un monje villano con un látigo, vestido como un miembro comunista de Kkk, deshacerse de los personajes sobrantes, como maestros demasiado curiosos, así como un comisionado de policía kooky que persiste en resolver el caso con un enfoque psicológico. En serio, si hubiera sabido acerca de que estas películas de Krimi fueran tan coloridas y locas, ya habría comprado una colección de ellos. La parcela de pretzel en realidad plantea más preguntas de las que responde al final, y la sobrecarga de trucos cómicos en la cuenta de Scotland Yard Inspector Higgins a veces es un poco para tragar, pero no me importa porque era sublime entretenimiento. Incluso la banda sonora del Funky 60 permaneció atrapada en mi cabeza durante mucho tiempo. Es como una variante en el Giallo italiano, pero con elementos de slapstick.",positivo
"Cheezy acción película protagonizada por Dolph Lungren. Lungren es un militar de una sola vez que se ha retirado en un trabajo de enseñanza. Pero los cambios en el vecindario y el organismo estudiantil lo han dejado frustrados y él decide que él se va a colgar. Las cosas se ponen dados cuando observan a un grupo de estudiantes en detención, algunos ladrones se hacen cargo de la escuela como una base de operación para un robo de automóviles blindados. Su Dolph contra los Baddies en una lucha hasta la muerte. La mandíbula cayendo retrocediendo a las películas de explotación de la era de última hora donde los malos chicos se vistieron como punks y algunas de las mujeres malas tenían el día brillar el cabello. Qué película estúpida. METRANDABLE EN UNA CANSIÓN DE LO QUE PUEDE CREE a las personas hicieron este tipo de paso, esta es una película de acción que probablemente estaba condenada por la obtención del presupuesto bajo, los conjuntos de escapes falsos y la mala dirección de la acción eran incluso un brillo en un ojo productor. Mira qué tan tarde en la película a medida que los autos conducen a través de la escuela (no preguntan) se estrelle contra la torreta de seguridad (no preguntan, ya que se parece más a una prisión y luego una escuela secundaria) y aplastar su forma apenas construida. No parece que lo hizo en tiros anteriores). ¿Qué tiene los dioses de las películas malas? En realidad, estoy perplejo, ya que fue dirigida (?) Por Sydney J Furie, un director realmente bueno que realizó películas como los niños en la Compañía C. tiene su capacidad le falló, o fue esta desesperada de la oportunidad y no lo hizo. incluso molesto? Es un pavo. Una vista más alta, pero un pavo, nada menos.",negativo
"Uno de los mejores de todos.Dirección, fotografía, una historia emocionante y dramática, banda sonora maravillosa y, sobre todo, la increíble credibilidad de Susan Sarandon y Sean Penn, el mejor y más subestimado al actor de ""bajo 40 generación"".Después de ver esta película, supongo que si hay alguien que no podría tener ninguna duda acerca de dar a otro hombre, a pesar de las cosas feas que pudo haber hecho.",positivo
"Recientemente he visto esta película dos veces, y parece que no puedo entender por qué los fabricantes hicieron este montón de mierda. Quiero decir, sí, da una gran impresión del entorno de Hitler, y me refiero a la forma en que reproducían a Austria a fines de la década de 1890, WWI y el período de intervalo. Lo que no puedo entender es por eso que imaginaban a Hitler como un malvado 100% puro, loco, poco fiable, mentalmente inestable. Fue después de todo, un hombre muy pensativo, cariñoso e inteligente que, por supuesto, tenía sus lados oscuros, sin duda sobre eso. Pero, ¿por qué el nombre del cielo lo retrató de esta manera? Todos sus aspectos positivos se han reducido del escenario, sin dejar nada más que un retrato muy propaganda de un hombre que tuvo la mayor influencia en la civilización moderna. Sí, tiró a Alemania a la devastadora 2da Guerra Mundial. Sí, él era racista, y sí, él, a veces, era minialmente inestable, especialmente al final de la guerra. Todo cierto. Pero otra vez; ¿Por qué demonios se les echaron al público? ¿Para advertirnos? Absolutamente, no creo que esta película fue una advertencia. El verdadero peligro de Hitler y los nazis fue el hecho de que pudieron alcanzar el poder en momentos de grave debilidad global. El hecho de que este mal fue tan reconocible, por lo tanto, abrazado por casi todos los alemanes vivos (sin mencionar a los austriacos y muchas otras personas), lo hace una advertencia para la civilización moderna, no el hecho de que Hitler fue un ""bicho raro"". Si hubiera sido como si los fabricantes nos hicieran creer, me habría convencido de que los alemán fueron retrasados. Un hombre como el de esta película nunca habría llegado a ningún lado cerca del líder de la fiesta, sin mencionar a Reichskanzler. 4/10",negativo
"Paulie suena como la más sacárina, Lacrymose y la basura sentimental que puedas encontrar, pero en realidad es mucho mejor de lo que podría esperar. El tono de la trama podría haber establecido tan fácilmente el tono para toda la película, pero en la mayoría de los otros departamentos, la película es encantadora. En caso de que se pregunte, Paulie es un loro. Comprado por una niña con dificultades de voz, Paulie se convierte en su mejor amiga y va a todas partes con ella. Incluso se sienta en su hombro durante las lecciones de terapia del habla, y eventualmente se convierte en un orador súper inteligente. Sin embargo, Paulie es enviada por la madre de la niña pequeña y pasa el resto de la película que intenta obtener de N.Y.C a ​​L.A para estar realestado con ella. Así que, ¿por qué esta horrible película suena sucedió relativamente bien? En primer lugar, cuenta con algunos efectos animatrónicos interesantes e impresionantes. En segundo lugar (y mucho más significativamente), tiene el coraje de abrazar su premisa ridicólica y cuenta una historia genuinamente en movimiento, a menudo chistosa sin preocuparse demasiado por las fallas obvias en la historia. En tercer lugar, tiene varias actuaciones sorprendentemente fuertes, como Jay Mohr como un ladrón de Wily, Gena Rowlands como una anciana amable, y Cheech Marin (sí, el dopaje de Harme Marin!) Como inmigrante musical. Puede que no sea un clásico, pero Paulie es un simple entretenimiento para niños de todas las edades.",positivo
"Una película encantadora mejorada por el fondo musical y vocal, especialmente durante la competencia.Mi comprensión es que nunca hubo una banda sonora, pero podría usted, a través de sus fuentes, avíseme dónde podría obtener información sobre el cantante y la probabilidad de obtener una copia de la canción que cantó.Tu ayuda será apreciada.La canción realmente me tocó a mí y a mi esposa y nos gustaría asegurar una copia siempre que sea posible para que podamos jugarlo como música de fondo cuando tenemos a nuestra familia y amigos por nuestras ""noches italianas"".Si puede obtener esta información para nosotros, estaríamos eternamente agradecidos.Incluso si puede aconsejar el contacto del estudio para que podamos ir directamente. PAYS, John Panling",positivo
"Dirigida por Jacques Tourneur (gente de gato, fuera del pasado, noche del demonio) y escrito por Phillip Dunne (cómo el verde era mi valle) Anne de las Indias es una película de piratas de aventura bastante interesante. Su principal carácter del Capitán Anne Providence se basa en un verdadero pirata de Anne Boney que realmente vivió y navegó por el Atlántico del siglo XVIII. La película comienza con la batalla marítima donde el barco pirata de Anne (Jean Peters) ataca a una nave comercial que estaba en su Camino a Europa desde la América del Sur. Como resultado, se captura un tesoro de gran valor junto con un guapo oficial francés Pierre La Rochelle (Louis Jourdan), quien se toma prisionero. Anne termina enamorarse de él y, aparentemente, sus sentimientos son recíprocos, pero es solo hasta que ella lo libera cuando descubre que tiene una hermosa joven esposa Molly (Debra Paget) con la que está bastante enamorada. Anne comienza a planificar la venganza de ambos, sino que en un giro inesperado del destino termina haciendo un gran sacrificio para salvarlos en su lugar. La figura del cliché de película pirata de `Black Beard 'también hace su aparición aquí, esta vez jugó por Thomas Gómez. Aunque Anne de las Indias probablemente parece que no es más ni menos que una revisión de los clichés de la película pirata, todavía tiene sus momentos clásicos. En hermosas visuales y secuencias de batalla de mar filmadas en Technicolor, así como en algunos aspectos de la historia y, sobre todo, en los toques personales en la dirección de todos por Jacques Tourneur. 7/10",positivo
"Así que había escuchado de unas pocas personas que esta película los había llevado a las lágrimas en el teatro. Mientras lo vi por primera vez, esperaba otra película romántica, sacudida de Barbra Streisand. Algo como la forma en que estábamos. Ciertamente estaba mal. La química entre los dos personajes principales, Esther Hoffman y su John Howard, fue inexistente, lo que hace que sea imposible adjuntar a los personajes. No había nada romántico al respecto. El carácter de Streisand cayó por un adicto a la drogadicción alcohólica que no podía cantar una sola nota sin hacerme querer golpear el botón de avance rápido. En un momento, su personaje encuentra a su marido en la cama con otra mujer y ella lo perdona unos cinco minutos después. No hay nada romántico sobre una estrella de rock de Deadbeat y una mujer que parece que no puede darse cuenta hasta que realmente muera. Las partes de la película parecían arrastrar y seguir, y seguí preguntándome cuando iba a terminar. La muerte de John Howard era completamente predecible. Hubo un presagio totalmente obvio de su comportamiento imprudente al principio en la película, y cuando murió, no sentí ninguna emoción en absoluto. No fue un accidente trágico, era él básicamente ser un idiota. Sin mencionar en toda la película que me distrajo a su horrible barba. Las únicas partes de esta película que vale la pena ver son las canciones de Streisand. El final de la película cuando ella canta ""con una mirada más a ti / observa de cerca ahora"" fue mi razón para darle a esta película una friolera 3/10. Esos 7 minutos fueron la única parte de la película que realmente sentí una emoción que no sea la irritación y la ira.",negativo
"Esta película de terror casera cuenta la historia de un tipo que mata a las personas que usan el motivo de las historias de Edgar Allan Poe.La policía local ha torcido el caso durante algunos años, por lo que ahora el FBI se ha hecho cargo.Saben exactamente quién es el chico, pero al parecer, nadie ha pensado que se siente por su casa, porque ahí es donde está saliendo, corriendo en su ropa vintage y torturando a los locales al azar.Así que el FBI-Chick se secuestre, lo que involucra a su padre, el ex investigador principal de la policía local.Para colmo, un paquete de niños de Wacky College ha decidido acampar en la casa y fumar un grupo de malezas. En su mayoría, el agente del FBI termina chillando y corriendo como una niña, y no una sola de lasBurly College Boys piensa que simplemente se detiene y se toma un swing en el Wimpy Poe-Boy.Mayormente sobreactuado y, a veces, se basa en la carretera de callejones sin salida de un bajo presupuesto, la producción de amigos, que tiene puntos tontos demasiado numerosos para cubrir.",negativo
"La pesadilla de un insomní fue una película increíblemente interesante y bien hecha.Me encantó la forma en que solo te lanza al subconsciente del personaje principal sin limitar al espectador ... la actuación fue de primera categoría, honestamente, vería a Dominic Monaghan leer la guía telefónica.- Pero todos los demás, especialmente la joven, también fue genial.Estaba muy impresionado por la apariencia de la película, también.Por lo general, las ""películas independientes"" tienen un aspecto grano, i-shap-this-on-my-videocorder, pero este director sabe lo que está haciendo.La iluminación, la cinematografía ... Trabajo de calidad.Estoy esperando un trabajo de largometraje de Tess Nanavati!",positivo
"Esta película era hermosa.Estaba lleno de imágenes memorables, buenas actuaciones y tocando el tema.Sería muy fácil escribirlo como ser demasiado sentimental, pero eso son los sentimientos que este tipo de película está tratando de lograr.Estaba totalmente involucrado en el despliegue y la presentación de la historia.Hubo algunas tomas cursianas, pero tal que se de esperará en una película de propaganda religiosa.La única queja que puedo conjurar es que no hubo un montón de detalles.Sin embargo, esta película no se creó para explicar todos los elementos de la vida, el ministerio, los triunfos, los triunfos, los fallos, los triunfos, los fallos, etc.;Fue diseñado para un vistazo rápido en algunos puntos destacados de una de las figuras religiosas estadounidenses e históricas más increíbles de todos los tiempos.",positivo
"Esta es la única película que mi esposa y yo nos hemos salido.Totalmente chupado.Lo vimos en Omaha incluso.No es divertido, parece que un niño de 14 años escribió el humor.No puedo creer que estos verdaderos políticos estuvieran en realidad en la película.horrible.",negativo
"Cuando pienso en Bollywood. Pienso en Lite Sienta buenos números de baile musical, con magníficos trajes en los hombres y mujeres. Y canciones pegadizas. Horror, thrillers, misterio y suspenso, sin embargo, no vengas a la mente. Y esto, a mis ojos occidentales, es como una comedia abstracta. Creo que habría sido una mejor película, más corta, si el escritor y el director hicieron una opción definida. Ya sea que se haya ido para el thriller-horror, el misterio de la comedia, el suspenso sobrenatural o el romance musical, en lugar de una mezcla incómoda de todos. Tendré que decir más de una vez, pensé que el director debe haber visto ""Sé lo que hiciste el verano pasado"" y trató de darle un giro de Bollywood. Mi primera película fue la novia y el prejuicio. Lo que pensé fue bien actuado. Esto parecía lo que una audiencia occidental consideraba un festival directo de queso de video. La actuación era sobre la cima, a veces se sentía como si estuvieran intencionalmente intentaban parodiar los thrillers occidentales, pero cuando los vio intentamos inyectar el llanto dramático, gritando. O miedo, se sentía fuera de lugar. El espectador se quedó preguntándose cuando uno de los actores guiaría a la cámara. Más de unas pocas veces cuando se suponía que la audiencia se hubiera horrorizada, solo podíamos repetir el absurdo. Veo muchas películas extranjeras, y aunque no conozco hindi, tengo que decir que hicieron un mal trabajo que subtitula la película. A veces era difícil leer las letras blancas contra el fondo brillante. El villano era particularmente divertido, al menos para mí, porque vino con su propia música de humor. El supuesto giro sorprendente, en realidad se sentía como un policía. Las parejas principales eran guapas / bonitas, y los números musicales lo harían por valor de mi tarifa de alquiler. Me sugiero a alguien como una comedia musical, pero les diría que simplemente avanzaran rápidamente el resto de la película, porque no valió la pena el esfuerzo de leer. Si está decidido a leer una película hindi subtitulada, luego eche un vistazo al drama romántico superior 'Namasteay, Londres'. Pero no estaba asustado ... es realmente lo que creen que es horroroso en la India. 1 de 10 por lo que está siendo promocionado como. 6 de cada 10 por su rapidez y capacidad involuntariamente para ilícitas muchas risas, y son números musicales / de baile. Disfrutar :)",negativo
"Extrañamente erótico horror gótico schlock que será amado por Hammer House of Horror Fans del mundo.Parece ser una interesante toma en ""Beauty and the Beast"".Definitivamente vale la pena echarle un vistazo y sorprendentemente bien actuado al tener en cuenta el género y la era. Corsets, castillos, caballos de montaje, monstruos de piel sintética de rampa en el bosque, a prueba de que nadie tenía un brasileño en los años 70 y más fluidos corporales.De lo que puedes sacudir un palo, ¿qué más podría querer?! ¡Ciertamente alegría mi domingo por la tarde!",positivo
"Bugs Bunny accidentalmente termina en el Polo Sur mientras se intenta de vacaciones en Florida.Donde se encuentra con un pequeño penquin, que trata de salvar de un esquimal.Este corto intento y el Penquin es adorable, pero al final es un poco demasiado ligero en el departamento de risas.El esquimal no es realmente tan bueno de un papel de aluminio para los insectos y acabo de ver muchos mejores bugs Bunny dibujos animados francamente, incluso otros shorts cuando está emparejado con otros antagonistas desconocidos.Así que no puedo en buena conciencia, recomendar este.Sin embargo, es bueno verlo en su forma sin cortar.Esta caricatura está en el disco 3 del ""Looney Tunes Golden Collection Volume 1"" mi grado: C",negativo
"Ostensiblemente esta es una película de terror DTV de grado Z.Pero con líneas como: ""Es fácil morir, tengo, muchas veces"" y ""¿Por qué estás leyendo ese libro?""""Debido a que hace que la trama sea más interesante"" y ""¡Entraste aquí, ahora puedes salir de nuevo!""(Después de que lleve a un hombre al sótano) (y escucha lo que cantan), no es tan claro lo que esta película, hecha en la era conocida por el postestructuralismo, es en realidad, o si es simplemente una mala película.haciendo.La actuación es atroz, pero algunos actores que conozco, ¡así que están golpeándolos. Una casa antigua, recorta obviamente con una vivienda contemporánea, es el sitio de los asesinatos.Una película (mala) se hace en los terrenos y la historia vuelve a repetir.",negativo
"Spoilers por delante si quieren llamar así ... casi me atrevería a recomendar esta película sólo para que la gente realmente puede ver a un 1/10. ¿Por dónde empezar, vamos a empezar desde la parte superior ... la historia: no creen que la premisa - la película no tiene nada que ver con los coches abandonados, y la gente finially entender lo que los sucesos misteriosos son. Es un draub, básico, ir a la película de la cabina sin intensidad o ""esfuerzo"" .THE GUIÓN: Yo suelo dar crédito a guionistas independientes, es un trabajo duro cuando se está empezando a cabo ... pero esto es una porquería. La historia es plana, te deja sin emociones toda la película. El diálogo es extremadamente débil y líneas de jactancia predecibles ""Woah, me asustaste totalmente fuera"" y ""Me preguntaba si te eh ... si desea to..uh, le vienen a la cabina conmigo ? "". Me dan ganas de arrancar todo el pelo, una de las cadenas a la vez y darle de comer a los caracteres myself.THE: HOLY CRAP !!!! Algunos han descrito los personajes como plana, quiero dar un paso más allá y decir que realmente tienen un arco de carácter inverso .. En realidad empezar a trabajar en un universo paralelo y casi comienzan hacia atrás ... Los actores actuando: peor que el Los personajes son los actores. Ellos ya tienen caracteres escritos pobres y añadir en el drama de acción secundaria terrible. El ""Woah me asustó totalmente"" que se dijo de manera monótona y lenta - como si hubiera sido dumbed abajo. Podría quejarse por horas en los actores alone.TECHNICAL: ILUMINACIÓN: Un niño de ocho años de edad, estaría decepcionado con la iluminación en esta película. Demasiado sombrío en áreas, demasiado blanqueadas en otras. El director no debe usar la luz como una emoción hasta que aprenda cómo iluminar una escena básica correctamente. ¡Pequeños pasos! SONIDO: ¿Cuántos tipos de sonido se tarda en hacer una película realmente shotty sonando? 9. Con que muchos chicos de sonido esto debe sonar increíble, pero todo lo contrario ha ocurrido. Hay una escena en particular que realmente sobresale, estos chicos están conduciendo en un coche y el sonido de los cambios de coche con todos los ángulos de cámara .... débil! Cámara: Aprenda a usarlo .Analía, me estoy quedando sin espacio de reclamo ... alquilarlo: te atrevo a ... alquilarlo y aprender de él ... darle una calificación de 1 ... le lo merece. .Signando ... Amanda Navidad",negativo
"Soy fan del trabajo de Ed Harris y realmente tuve altas expectativas sobre esta película.Tener tan buenos actores como Harris y Von Sydow es siempre una gran ventaja para un director, pero si el guión es malo, ¿qué puedes hacer?Realmente creo que las cosas necesarias son la peor película de la filmografía de Harris y que se involucran con ella fue un gran error.De todos modos, he visto películas mucho peores en mi vida, pero las cosas necesarias fueron una decepción debido a la pérdida de talento actuando.La historia como un general parece demasiado increíble y falso.No sé si eso es por el libro, porque no lo he leído.Pero si el guión era tan malo, no puedo ver la razón para filmarlo.Tal vez fue el éxito comercial de los libros del rey, o la necesidad de películas de baja calidad para la ERA VHS de los 90.Sin embargo, sea que sea la razón, esta película fue una mala elección para cualquier persona involucrada.",negativo
"En primer lugar, permítanme decir, si no ha disfrutado de una película de Van Damme desde Bloodsport, probablemente no le gustará esta película.La mayoría de estas películas pueden no tener las mejores parcelas o los mejores actores, pero disfruto de este tipo de películas por lo que son.Esta película es mucho mejor que cualquiera de las películas, los otros tipos de acción (Segal y Dolph) han pensado en apagar los últimos años.Van Damme es buena en la película, la película solo vale la pena observar a los fanáticos de Van Damme.No es tan bueno como la estela de la muerte (que recomiendo encarecidamente a cualquiera de los le gustan a Van Damme) o en el infierno, pero, en mi opinión, vale la pena observar.Tiene el mismo tipo de sensación que a ninguna parte para correr.¡Buenas cosas divertidas!",negativo
"Soy puertorriqueño y este es uno de los peores documentales de que he visto en cualquier tipo.Puedes ver que la gente en él no tiene ni idea.No saben mucho sobre Puerto Rico y su cultura.Afirman ser puertorriqueños porque son de descendientes puertorriqueños, pero probablemente saben menos que otros que no están de allí.Puedes ver mientras hablaban de que se están contradiciendo.Si desea ver un verdadero, y me refiero a un documental real y genuino de Puerto Rico, entonces debe ver ""MI PUERTO RICO"".Ese es un documental serio y real.No como este pedazo de basura.Rosie Pérez se basó en este documental en sí misma.Pensé que se suponía que debía ser sobre puertorriqueños.Siguen repitiendo que no lo sabía.Bueno, eso es lo único que obtuvieron en este llamado documental.Odio ver un pedazo de basura que se está haciendo usando el nombre de la isla.Trae los estándares.",negativo
"Esta película no se trata de una pelea de gatos y ratones como se indica en el otro comentario.Se trata de un gato que ha usado 8 de sus 9 vidas y ahora vive con miedo de perder su último.El gato está saltando y asustado hasta la muerte todo el tiempo, de ahí el nombre 'Freidy Cat'.Las vidas anteriores de Fraidy Cat lo persiguen como fantasmas que son de diferentes épocas en el tiempo y están constantemente tratando de matarlo, pero es más temeroso de la novena vida que se representa como una nube en forma de un número 9 y escupe la iluminación.tornillosMuy viejo ahora, pero todavía sería divertido para los niños si tienes una copia.Vi a esta película casi todos los días de niño: O)",positivo
"Para las principales críticas de la película ... la historia de amor: eso no fue una historia de amor. Esos fueron dos personas angustiadas que se juntan tratando de encontrar a la humanidad en cualquiera. Lo mismo sucedió con los soldados y el chico ruso. Añadió un toque femenino, pero vamos a mirar las películas estadounidenses ... No, donde cerca de la historia de amor. No hubo historia: ¿Tiene guerra una historia? Creo que eso es una crítica tonta. La historia es esta. Comienzan con 400 hombres y la película se redujo para mostrar las vidas de unos 10 hombres y cómo hizo cada uno y murió. La muerte es el final definitivo para cualquier historia. Solo porque no había final feliz no significa que no tiene historia. Había una verdad horrible en esta película. No necesariamente lo llamaría ""Anti-Guerra"". Tenía una declaración política, por supuesto, pero la película no se trataba de la política. De hecho, a excepción de algunas ocurrencias cuando el Capitán? Apareció, nunca hubo un aire sofocante de Alemania nazi. Estaban lo suficientemente lejos del alcance del principal partido nazi. ¡Los gatos gordos no van a entrar en Rusia! Tal vez no sea completamente preciso y no un golpe de Hollywood, pero exhibe un buen conocimiento del soldado común (diría exactamente de casi cualquier nacionalidad y guerra) y de lo que deben pasar por . Fue una batalla perdida, por supuesto, la película va a estar deprimiendo. Y a la persona que dijo que era gutsy (y tonta) incluso retratar a los alemanes como víctimas: hay víctimas en todas las partes en cada guerra (cualquier soldado real te lo dirá). Esta película es un buen equilibrio entre la película y el documental. . Algunos problemas con él cuando se discute solo por uno, pero inculca lo mejor de ambos mundos. Míralo como tal. Sin embargo, ten cuidado porque es una película difícil de ver si no es gráficamente, emocionalmente. Estoy esperando hasta que hagan una película sobre Irak. Probablemente tendrá muchos de los mismos temas y será muy controvertido, quiero ver quién tiene las agallas para hacerlo primero. (Jarhead no cuenta)",positivo
"Déjame comenzar diciendo en general, disfruté de las buenas noches de beso. Le daría un 7/10. Lo bueno: 1. Actuación: Samuel l Jackson es entretenido en casi cualquier papel. En esta película, no juega su carácter habitual, el tipo que está en control, en lugar de que Geena Davis está en control y Sam está a lo largo del viaje. Su tiempo en sus líneas es genial y él es el punto de la película. Geena Davis también ofrece un gran preformance como Samantha Caine / Charlie Baltimore. Ella es un héroe de acción creíble y no creo que muchas otras actrices puedan sacar el preformance Geena. 2. La acción: Esta es una película llena de muy acción. Las cosas están muy siempre chocando o soplan o alguien está persiguiendo a otra persona. Los efectos especiales son bastante buenos, especialmente por tener casi 8 años. Puedo ver algunas cosas de pantalla verde, pero no restaba demasiado de la actuación. El mal: 1. ¿Por qué llevó la mitad de la película configurar la trama? Esta película debía ser editada en la etapa de guión para que no funcione tanto como lo hiciera. Tal vez un drama o algo que pueda correr tan largo, pero la gente realmente necesita estar en la película todo el tiempo para sostenerlo. Creo que si puedes sobresalir la primera mitad, serás pleseantly supra la segunda mitad. 2. Geena Davis es un clima frío y una camiseta sin mangas, pero nunca parece frío. 3. Algunas cosas son poco realistas. Sam Jackson vuela a través de un letrero gigante después de que se sobresalga de una habitación y luego aterriza en un árbol y simplemente se levanta. Cuando veas esta parte, pensarás que es un gag. Película divertida general 7/10",positivo
