clean_text,sentiment
i dont understand why critics would bash this movie its a teen movie thats actually serious which is a rarity ill admit that there are moments that are hugely sappy but cmon its about young love its gotta be sappy to be valid my biggest complaint is chris klein while he was funny in american pie he apparently isnt ready for the switch into more dramatic fare yet hes very uncomfortable looking in some of his mama stuff hartnett and sobieski on the other hand demonstrate a remarkable amount of depth and believability as do the parents although the script is heavily cliched with the lovers spouting off poetry the actors make it work the directing sports some powerful images on the screen beautiful cinematography nice music great young actors i was impressed and im a jaded critic when it comes to teen movies,positive
the acting was horrendous as well as the screenplay it was poorly put together and made you almost want to laugh at the several terribly acted out murder scenes the ending was even worse everyone kept dying but somehow the ending made it look like everything was perfectly ok they did not give enough history about the obsession the teacher had etc the movie needed more time to perhaps develop a better storyline the only reason i give this is that i kind of feel bad for the young actors they needed better coaching they could have really made this an ok film but the screenplay and acting failed miserably,negative
i like it because of my recent personal experience especially the ideas that everyone is free and that everything is finite the characters in the firm did not really enjoy their real lives but they did enjoy themselves ie what they were the movie did a good job making this simple day a good memory a good memory includes not only romantic feelings about a beautiful stranger and a beautiful european city but definitely about the deeper discussion about their values of life many movies are like this in terms of discussion of the definitions of life or love or relationships or current problems in life or some sort of those before sunrise dealt with it in a nice way which makes the viewer pause and think and adjust her breath and go on watching the film before sunrise did not try to instill a specific thought into your head it just encouraged you to think about some issues in daily life and gave you some alternative possibilities this made the conversations between the characters interesting not just typical whining complaints or flowing dumb ideas you would be still thinking about those issues for yourself and curious about the next line of the story the end was not quite important after all you could got something out of it and feel something good or positive about yourself after the movie movies are supposed to be enjoyable this is an enjoyable movie and worth of your time to watch it i am on a journey too the movie somehow represented some part of me and answered some of my questions,positive
most of the positive comments posted here are as verbose as the movie it takes a long winded bore to appreciate a wordy and boring film one supposes some have merely called the film contemplative meaning slow and devoid of plot however one dutch reviewer hit the nail on the head this is an important event turned into a dull film whose tone is set in the very first scene here a young couple is being shown an apartment by a realtor who predictably talks non stop and regardless of what else is going on so does just about every other characterthe only silences in this picture are dream sequences s soviet propaganda snippets and they are also its most interesting parts this tells you something about how watchable the rest of the movie isthe device of filming most of the scenes in extreme closeup as if one were looking through a crack in the blinds gets old fast,negative
due to budget cuts ethel janowski again played by priscilla alden is released from a mental institution even though she killed six people and delivered to the hope bartholomew halfway house once there she immediately relapses into her criminally insane ways and kills anyone who gets between her and her foodholy moly does this movie suck you know you are in trouble when the open credits start up and they are just the credits from the first film apparently filmed off a tv screen nick millard under his pseudonym nick phillips decided to return to the world of crazy fat ethel over ten years later and with a budget that probably covered the cost of a blank tape and a video camera rental for the weekend lets just say that millards unique style doesnt translate well to video seriously i have made home movies with more production value than this and millard tries to pull a silent night deadly night by padding half the running time with footage from the first film which looks like it was taken off a worn vhs copy alden is again good as ethel but the film is so inept that you start to feel sorry for her for starring in this garbage i mean at least the first film tried here we have no music weaker effects if that is at all possible shaky camera work horrible audio and editing that looks like it was done with two vcrs hooked up avoid this at all costs,negative
bollywood fans pretty much hold amitabh bachans mard in high regard but i think it is very overrated manmohan desai collaborated before on movies like suhaagparvarishamar akbar anthonynaseebdesh premee and coolie and i have seen all of them i liked so i had very high expectations before i watched mard and was bitterly disappointed my main gripe about mard is that it feels like amar akbar anthony part maybe mr desai ran out of ideas after all he had been using that formula for years and years first of all some members of the cast is repeated from aaa for instance the police inspector who brings up amar the muslim who brings up akbar nirupa roy and a few more in aaa nirupa roy loses her eyesight in mard she loses her voice in aaa there is the famous song shirdi wale sai babawell in mard we have amitabh singing maa sherawali having seen aaa for over times i noticed that straight awaymy other gripes are that some of the situations just seem ridiculous true manmohan desai made leave your brain at the door kind of movies but with mard i thought he went too far my last gripe is that compared to songs in previous manmohan desai movies i found the songs rather disappointing i know it has many fans that swear by it but i didnt like it one bit it actually pains me to write this review because i am such a huge fan and have loved his movies since i was a child,negative
everyone likes the coolly created memorable heist movie alain delon provides the antihero melville provides the cool and a handful of other great talent yves montand gian maria volonte and andre bourvil mostly arrives to add a crisp engaging moviewith very little dialog this is great because one certain aspect of the genre tends to be a lot of dialog involving the quick witted and their various repartees this movie however could be watched with the sound completely off and not too terribly much would be missed not to say the sound is bad oh no the jazzy soundtrack and the crisp audio catching the little movements makes the slow patient deliberation of the patients very compellingwhats also really neat about this film is that the color cinematography is pretty fantastic usually when it comes to cinematography black and white movies tend to stick out in my mind but this film has some very strong and beautiful imagery that makes the movie pure visual pleasure to observe polarisdib,positive
the williams family live on a ranch located in the middle of the remote desert they find themselves in considerable peril when the place is suddenly thrust into a time vortex where the past present and future collide in a wildly chaotic and unpredictable manner director john bud cardos begins the film on a compellingly mysterious note and gradually allows things to get stranger crazier and more exciting as the loopy story unfolds moreover cardos fills the screen with plenty of dazzling visuals and does a nice job of creating a genuine sense of awe and wonder the admirably sincere acting from a game cast qualifies as another major plus jim davis as hearty patriarch grant williams dorothy malone as his cheery wife ana christopher mitchum as the concerned richard marcy lafferty as his lovely wife beth natasha ryan as sweet little girl jenny and scott c kolden as the gutsy steve the funky special effects offer an inspired combo of gnarly miniatures neat stop motion animation monsters said creatures include a tiny spindly hairless guy a big lumpy fanged beast and a scrawny lizard dude and nifty matte paintings richard bands rousing full bore orchestral score really hits the stirring spot john arthur morrills crisp sunny cinematography likewise does the trick a fun flick,positive
ill say it again this movie was totally lame kids will like it sure but adultsdoubtful the whole thing was basically a rehash of the original which is to be expected since they pretty much explored the whole concept in the first movie but still did they have to completely rehash the entire movie i mean everything is re done from the little mermaid the worst part of it is morgana ursulas crazy sister who appears out of nowhere and threatens melody which is ridiculous since triton is there with his magic trident why didnt triton do anything about it because the plot required him to do nothing i could go on but i wont the whole thing is a shameless attempt to rake in more money from the little mermaid and was obviously thrown together without any thought because they knew it would sell overall it is a terrible waste of time,negative
intensive care by dorna von rouveroy is easily one of the worst horror movies ever madethis extremely cheap dutch slasher flick offers some gore and plenty of absurd situationsa horror veteran george kennedy is completely wasted as as professor brucknerthe acting is abysmalthe action is slow and the climax is laughablea famous surgeon has a car accidenthe lies in a coma seven years and then he wakes up and goes on a bloody rampageintensive care is clearly influenced by american slasher films including halloween and friday the th seriesthe killings are hilarious and the dialogs are painfully stupidstill if you are in the right mood you can give this piece of trash a lookyoull laugh until it hurts with this one you can believe me,negative
holes is an awesome movie i love it a lot and its one of my favorite films its one of the few flicks produced by disney that isnt cheesy holes is generally a very cool motion picture i wish disney would make more pictures like it holes is indeed a rare breed of disney flicker shows that is cool dont get the wrong idea i dont mean to bad mouth disney but most of its stuff is aimed towards kids and thats okay children deserve to have their entertainment too but disney has been guilty of trying to appeal to the teen audience and they usually fail but not with holes its the type of movie anyone of any age can watch and enjoy and not once think its corny really its the kind of movie that even a lot of young hoods might enjoy since there are characters in it that they can relate toholes does a good job of being a mix of good family entertainment but not being too cheesy and living a little on the edge i hope disney takes more risks and makes more edgy flicks like this,positive
this is a delightful movie that is so over the top that my wife daughter and i found it irresistible the plot is just crazy but rings true to the world of soap operas in all its outrageous improbabilities and impossibilities i particularly enjoyed kevin klines and sally fields performances i dont anyone better than kline at playing thickheaded fields characters truly desperate need for attention and affirmation and her almost bipolar swings in mood played nicely against the background of fields famous infamous you like me oscar exclamation people who can take themselves with such a large grain of salt are all too rare in this world i think this is the only movie where i didnt find myself impatient with whoopi goldberg characterization i thought she was spot on in every note she struck robert downey jr teri hatcher cathy moriarty and elizabeth shue were also first rate as well just a great movie if youre in the mood to go along for the ride and laugh,positive
this is an interesting series that takes real life people jesse james john wesley hardin etcand dramatizes part of their real story with a continuing series character taking part in that story railroad detective matt clark takes a role in tracking down famous outlaws from the old west in stories that are at least partly based on the true accounts in that sense its almost an anthology series and as someone else pointed out this odd structure poses some timeline conflicts with the real events but its a fun series with plenty of action to satisfy a western hungry s audience and it still holds up pretty well years later clark cuts a powerful figure in his western gear as he goes up against some of historys baddest baddies and his girl sidekick frankie is quite a dish if youre a western fan be sure to check it out if you have a chance,positive
the first full length film featuring the aardman characters wallace and gromit manages to bring in elements of all the previous half hour show which aired on televisionwallace runs a company to humanely capture rogue rabbits from peoples vegetable gardens and has the bright idea to try out his invention on the hapless bunnies once theyre caught of course as in other wallace and gromit films things dont quite work out as plannedsimilarly to a close shave theres a love interest for wallace in this case the village lady posh and a big mean villain with a bullish dog gromit is beautifully animated with a wide range of expressions making the character laugh out loud funny and of course peter sallis provides the voice of wallace again and is a perfect fitand as in a grand day out cheese features heavily to great comedic effect as the film moves alongon the negative side this film is a little on the long side there are great effects and some pieces which make you sit up and watch but perhaps this story would have worked better as another short subject rather than pushing it to feature length,positive
dont know what film or version jeff saw but this entire film was awesome not just poitier and going the story was riveting suspenseful and engaging and for the guy complaining about historical accuracy get real yes there were some black deputy marshals in the indian territory but they had no authority to arrest whites outside of indian territory as a rule they did not patrol but exercised warrants on criminals only i did find it odd that corby didnt seem to have any indian friends i know their numbers were diminished but it still strikes me as strange even as corby returned to his people his indian cohorts remain faceless and nameless,positive
i just saw this film in santa barbara my friend knew someone who worked on it so i thought id check it out i thought it was a really beautiful film and cant wait to go look at it again the actors were really good and i loved all the music there was not a lot of talking in the film which at first felt a little strange but once i got into it i thought that the story and the acting was really emotional and meaningful and thought that it left a lot to the imagination i want to see the movie again because there was so much going on in it that i forgot a lot of small things but know that i left the theater thinking about the film it was shot beautifully and the whole thing was really unique,positive
karim hussains masterpiece of art gore this cat is definitely a talent to look out for we have in this several longer vignettes interspliced with some shorter segues this is all in all a very powerful film that relies on its intense graphic imagery and symbolism and it is not for all viewersthe film kicks off with a short called ovarian eyeball very short segment that has a nude woman placed on a table naked an unseen womans hand covers the supine womans face with a red cloth and makes an incision in her abdomen out of which an eyeball stalk is extracted ive got nothing too much to comment on this one due to its brevityhuman larvae is one of the films lynchpins and it is a totally unflinching portrayal of a perverse act committed by a disturbed man who has an incestuous love for his pregnant sister this is one of those must be seen to be believed type things i will say that this film has some of the best effects ive seen in an indie horror film but the subject matter will make this an undeniably unpleasant experience for most not me though i live for thisrebirth could have been cut out of this film all together this is the films weakest segment and it has a bunch of nude people fcking bloody holes in a field and whatnot very short but this one kind of blows the films momentumright brain martyrdom is one of the most profane representations of religious imagery that i have ever seen and it totally kicks ass think p iss christ or menstrual blood paintings of the virgin mary very hard sexual sexually violent gory imagery is presented in this piece and it is definitely not for anyone who will be offended by sacrilegesubconscious cruelty is one of the best films ive seen under the banner of extreme horror it will be a very divisive film amongst horror fans and the filmgoing public in general some will call it trash some will call it brilliant i dont see much middle ground i thought this film was pretty damn original and i will recommend it to anyone who is adventurous enough to try it,positive
american nightmare is officially tied in my opinion with its pat for the worst movie of all timeseven friends oddly resembling the k mart version of the cast of friends gather in a coffee shop to listen to american nightmare a pirate radio show its hosted by a guy with a beard thats the most exciting aspect of his showchandler monica joey and oh wait i mean wayne jessie and the rest of the bad one liner spouting gang all take turns revealing their biggest fears to the bearded dj unbeknownst to them a crazed nurse serial killer is listeningcrazy nurse then proceeds to torture ross and rachel and wait sorry again by making their fears come to life these fears include such stunners as voodoo and being gone down on by old ladies with denturesno reallythis movie was in a word rotten crazy nurses killing spree lacks motivation theres nothing to make the viewer jump the ending blows and again voodooif you have absolutely no regard for your loved ones rent american nightmare with themif you care for your loved ones even a little bit go to your local blockbuster rent all of the copies of american nightmare and hide them in your freezer,negative
whoopi was the only reason i watched the oscars that year she is hilarious of course there was a major serious side to the show she was great not only because shes funny but because she said some things that needed to be said in a public forum white folks need to be reminded that hollywood awards ceremonies employment and representation are way out of balance racially there should be no need for black awards shows the white bread milquetoast nominators and judges need to bring their heads into the sunshine and see that great material is not limited to white directors producers actors etc allowing woody allen on the air was the depth of poor taste he had no business being there the fact of the matter is this is the first oscar presentation ive watched since the color purple was up for awards that miscarriage of voting soured me on watching the shows until which is not to denigrate other presenters billy crystal is a riot,positive
surface was one of the few truly unique shows on tv last season i can honestly say i modified my schedule so i could be home to watch every episode tons of action suspense science fiction etcstory was of a boy who found an egg that hatched into a sea creature the same sea creature that had killed the main characters brother and the woman character oceanographer had seen most people think it is a deadly killing machine but the one raised from the egg was very friendlyonly problem is nbc canceled it so now well never know what happens hopefully sci fi or some other channel will pick it up,positive
to me this film is just a very very lame teen party movie with all the normal clichés and boring stereotyped characters nerds jocks popular girls sleezy guys etc but with an underlying anti drug drinking theme if you ever have the unfortunate chance of seeing this film keep an eye out for all the references to responsibility and keeping it real dunno how else to word it i guess the only thing thatd make this film cool would be if they tv playing it was on fire that or dvd it was on exploded out of watch animal house instead,negative
i thought it was brilliant it was great watching the presenter tracking each one of them down dwight schultz still looked the same he had hardly changed in looks neither had dirk benedict he still looked just as dishy i thought that mr t looked thinner though but it was still great to see how he looked after all this time i thought that it took some doing tracking down the other members of the cast such as the one who played decker and the lady who played amy it was just a shame that mr t couldnt make the actual reunion also it was a great shame that george peppard had died thereby leaving a gap so to speak i only wish now that i had taped it to keep lets hope that they repeat it again,positive
i had never heard of dead mans bounty when i saw it at the dvd store a few weeks ago and i thought i had stumbled upon an unrecognized gem since it had val kilmer in it in a truly unique role sadly it wasnt more than ten or fifteen minutes into the movie that i realized that this is a disaster of epic proportions the first clue you will see of how genuinely awful this movie is comes near the beginning when you have a bunch of dirtbags in an old saloon laughing like a bunch of hyenas in a scene that goes on about five times too long its unbelievable how bad it is and sadly it doesnt get any betterval kilmer is featured prominently on the movies cover box maybe to trick you into thinking that he has a role in the film but unfortunately his bizarre role as a dead man is overlooked in favor of focusing on a bunch of half wit crooks and the most inept conceptualization of a unique town sheriff that ive ever seen in a movie hes played by boguslaw linda who is unable to or uninterested in covering his polish accent immediately making it impossible that the movie is meant to take place in the american old west does poland have this type of frontier past i dont know my knowledge of polish history is not my strong point but i can tell you this the sheriff as he is known in the movie is the worst representation of law enforcement that i can ever remember seeing in a movie he is introduced in a truly ridiculous scene where he is wearing some kind of blindfold and a roomful of men take turns punching him in the face before they start hitting him he explains that they can each hit him once and then after the first round they will each hit him again and if he can identify who is throwing the punches they lose what the hell is this crap i am completely at a loss to explain why a scene like this would ever be put into any movie throughout the movie the sheriff continues to appear more and more beaten and bruised and drunk and battered until ultimately he does nothing but show up occasionally stumbling on screen and mumbling not withoutthe law you see there is a lot of talk and preparation for a hanging the details of which are as meaningless as the rest of the movie it takes place by the way in a town that consists of nothing more than two ramshackle wooden buildings facing each other across a flattened bit of dirt that is more of a path than a road my understanding is that it is a part of poland that is supposed to look acceptably enough like the american southwest where none of the characters except maybe the dead guy could possibly have come fromi have heard that val kilmer accepted the role because he was intrigued by his unique role and also by director uklanskis minimal use of dialogue in favor of a reliance on cleverly timed juxtaposition of images in unique visual montages yeah whatever seems to me that kilimer was unable to overcome what must have been the truly satisfying feeling that he must have gotten when he was offered the role personally i would really feel that i had reached quite some level of success if someone approached me and offered me probably a few hundred thousand dollars to come and lay still for a while i like to think that he didnt even read the script for this mess because if he did i am at a total loss to understand why he accepted the roleat any rate the movie opens with a man bringing in the corpse of a man played by kilmer seeking the reward soon he finds himself embroiled in a ludicrous love story involving the town prostitute the alcoholic sheriff and lots of mayhem involving a series of stupid stupid characters there is also a extensive and preposterous lack of understanding of american rituals in one scene a man cuts a cherry tomato in half and squishes the halves into kilmers eyes for what reason i cant imagine and then later a man makes a short speech over kilmers corpse in which he explains that he was one of the finest men we ever had and then he proceeds to lop his head off with a shovel what the hell not convinced yet here are some more reasons not to watch it in one scene the sheriff appears to be covered with ash except for the perfectly clean areas around his eyes and what can only possibly be described as bright red lipstick a man gets a head wound that drenches his head and body in blood in a daze he cauterizes it with gunpowder smart near the end the sheriff appears to have a broken arm sitting at the bar he puts a rope around his neck and connects it to his injured arm and uses his good arm to pull on the rope lifting his shaking beer glass in his bad arm to his mouth rather than using his good arm to drink also smart why doesnt he just use his good arm i have no idea that like everything else in the movie makes no sense whatsoever like the title summer love are you kidding me avoid this mess at all costs in the meantime heres something for the imdb goofs page errors made by characters possibly deliberate errors by the filmmakers this movie got made ha,negative
i hate to throw out lines like this but in this case i feel like i have to the american remake of the grudge is by far the worst film i have seen in theaters in the last years there i said it and now that i have gotten that out of my system please let me explain whywhen someone dies in the grip of a powerful rage a curse is born the curse gathers in that place of death those who encounter it will be consumed by its fury that is the premise of the grudge and i will admit it sounds intriguing unfortunately the filmmakers take it no further those who encounter the curse are indeed consumed by its fury and that is all you get you want more well too bad some critics and fans are pointing out that the sole purpose of the grudge is to scare you the problem is that when there is no plot to speak of creepy images and sounds can only go so far director takashi shimizu pulling a george sluizer and remaking his own original films valiantly attempts to build atmosphere in the first hour by repeating the same scene over and over and over and over it pretty much unfolds like this person walks into house something flashes by the camera and or a strange sound is heard person goes to investigate sound starts to get loud person sees a ghost loud scream and or cat screech cut to blackbefore the audience is even given a hint of plot this exact same scenario unfolds times in the first hour the first time was actually somewhat creepy each subsequent use became laughable as the film went on by the time the end of the film rolled around my friend and i were laughingly wondering if this scene would end with a loud scream and a cut to black we were never proved wrongthe film has no liner storyline instead unfolding in a series of vignettes that leave the audience jumbled i have no problem with non linear storytelling when it is done right the film jumps from time period to time period with no rhyme or reason i havent seen a movie in such a state since the opening of the theatrical version of highlander and this storytelling technique mars any sort of mystery that film could have possibly had if you already know the ghosts have scared two characters to death how is it shocking when their bodies are found in the attic and why should we care when a detective tries to investigate the mysterious disappearances when we already know what happened to everyoneobviously greenlit the second the american version of the ring made million its first weekend the grudge is nothing but calculated imitation disguised as an actual movie the scariest things about the grudge are that it made million dollars its first weekend and some people consider it the scariest movie ever made i wonder what happens to those who get consumed by the fury of paying to see the grudge,negative
if you really want to know how most of the actors and directors in the hollywood scene made it to where they are the vast majority will tell you assuming they will tell that a strange coincidence took place they happened to meet the right people at the right time and get into the right project which led to other connections and other projects quinten tarrantino took an acting class whose instructor knew harvey keitel kevin spacey lifted a back stage pass from a sleeping old woman at the lecture of a famous playwright who helped him land an important role and robin williams credits his career to gary marshalls son who after having seen star wars suggested to his father that an alien should visit the cunninghams of happy days these coincidences many times viewed as pure luck shapes many of the careers in hollywood today or is it pure luck is possible something else is going on grand canyon written and directed by lawrence kasdan proposes an altogether different explanation for the inexplicable aka the strange miraculous coincidence the movie concerns several different characters whose lives intersect because of positive and yet inexplicable happenstancekevin kline a middle aged father experiences a break down in one of the more dangerous areas of la after he phones a tow truck a young gang accosts him they threaten violence if he doesnt leave his car just before the confrontation can escalate danny glover appears as the tow truck driver and dampens the intentions of the gang although glover denies it later he probably saved klines life a producer steve martin of cheap violent films gets shot in the leg and after wards has a spiritual experience he then announces retirement from producing blood and gore entertainment and klines wife clair mary mcdonnell while on a morning jog finds a baby hidden in some foliage she claims the baby cried for her and that her rescue of the infant was preordainedthe movie explores further the results of these strange connections that lead to further relationships end to relationships and new beginnings and all the while a strange homeless man appears throughout the movie as if somehow he is also connected to everything that is going onit is very rare in hollywood or for film in general to explore such a purely esoteric subject there are a few moments that seem somewhat unbelievable but maybe thats the point what makes the film work is the superb acting by the cast although the miracles and coincidences may seem far fetched the actors make you believe they are experiencing these new realities maybe this is a subject we should explore more often,positive
well i just paid a dollar for a dvd of this movie and it wasnt even worth that it seems to be from a poor print and is in the public domain i am guessingneagle despite her glory awards and reputation is a homely british gal who cant sing or dance or actsome of the fine old hollywood character actors on display here must have thought they were doing a classic director herbert wilcox neagles husband always thought anna was the most exciting and talented femme on the screen he was mistaken she was improbably popular in britain before and after wwii her serious roles are even more ludicrous than her musical appearance hereonly a couple of the famous songs are included and neither one is well presented skip this one and find the one that stars doris day at least you get some real comedy and professional style dancing,negative
finally a gangster movie worth watchingjennifer tily should get nominated for her role as tough murdering femme fatalthis movie flies like a bird just a fast paced non stop gangster mayhemjennifer tily is just so beautiful and bad in this moviei was shocked to find faye dunaway still lives the cast in this movie are so fitted to their roles a real cool soundtrack rides along side and you get swept into the spanish soul of this filmthe story is original deep and poeticthis flick has a lot of substance and never reststhe gang of spanish fire just set everything on screen alightdamian chapa is a joy to watch and a movie starsit back and enjoy the ride,positive
what makes this documentary special from a film making perspective is its passiveness which engages the audience to bask in the delight of gypsy music it innovates the form of documentary while showcasing a tapestry of sound and movement that invites us to celebrate the primal similarity found within the traveling music of historically traveling peoplesindeed the film itself is a single take of sweeping movement that travels the globe and transitions effortlessly from one rhythmic culture to the nextwatching this film ones breath is taken away by the simple beauty in our common connection to music rhythm and dance if there is a more deeply spiritual flowing homage to the sound and movement of gypsy cultures it has yet to be filmed,positive
i really love this movie i havent played final fantasy vii but i still loved the movie its really funny and i love the job the voice over actors have done the visuals are so fantastic and all the lines are so well donei have to admit i have a pretty good imagination so i was able to fill most of the gaps the movie presented and i suggest you watch it twice because lots of things suddenly make sensealso this is pretty funny you should watch it with the subtitles on because what they say and what the subs say are sometimes completely different its really usually pretty funny but sometimes it helps u to understand what they say betterwatch it love marnie,positive
after watching some of hbos great stuff band of brothers rome etc i must say i had pretty high expectations before watching the first episode of true blood jeez often the script seemed to be written by an year old some parts are just horribly filmed the scene in which she saves bill i mean come on she throws a chain at the guy and ow it goes around his neck and it magically chokes him that was pretty embarrassing if you want my opinion or a few moments before that scene when she finds out that the couple is gone with bill ridiculous she hears them plan their stuff and like seconds later magic the of them are gone and without any struggle or noise or anythingi mean the idea of the show seemed interesting mysterious intriguing vampires co existing with human in our modern society but honestly i dont think they really wanted to make more of this than a petty soap show that the average teen girl watches all the time but that nobody else cares about unfortunately the script is written poorly mediocre at best its shallow and extremely predictable often i thought that this was some kind of a joke or something the actors deliver really unconvincing performances if you want my opinion they seem to take the show very lightly as if it were some kind of a regular low budget family tv show well maybe thats what it is if you take away the family part the only actor that seemed somewhat good to me was stephen moyer in the role of bill considering the poorly written extremely short replies he had to say what are you can i give you a call sometime i think he did good in bringing out the somewhat mysteriously scary part of a vampire that anyone with a vampire role must have actually anna paquin was okay as well but not more but the guy playing her brother though jeez hes horrible the scene in which he gets arrested is just simply a shame to modern television the acting is bad the construction site looks fake to the bone and the two other guys why is he getting arrested uh i dunno that was pretty embarrassing another thing that i think was completely missed was the way they presented sookies psychic powers they make us hear what people think and speak both at the same time and thats just wrong often it just seems unnecessarily chaotic as if peoples thought were some sort of an annoying radio channel and that when she comes close to em she hits the right frequency level and has to hear everything that they think and finally the sex scenes are just plainly unnecessary and that vampire sex tape thing was just totally disgusting dont get me wrong i wrote all these comments not because i thought the show was bad but because i was very disappointed i expected quality stuff i didnt think it was going to be like that its definitely not a good show though mediocre at best,negative
but this just isnt working and i am surprised to see how many people consider it good on what grounds there are some loose hints here and there but the whole material is self indulgent and unconvincing lynchs movies are generally intriguing because they generate a sense of confusion and yet are very playful when doing that there is some visual sense there are some subplots characters ideas etc but this is dull and yes pointless because whatever there is to explore is either to small either too far fetched or simply told before in a superior manner its just lynch exploring dv nothing more so it should be treated like this,negative
this is one of the few movies that was recommended to me as absolutely brilliant that really is if you give this movie a low note than you really missed the point you could describe fosca as manipulative but what if it is really serious that she gets ill when the love she is sure of isnt answered but what would you do when you are sure that the other one loves you and is only rejected by the fact that you are ugly wouldnt you fight for it at least i think it is better to fight for it that die in bitterness and it reminds me of the fact how i as a man react at first sight completely on the physical ugliness of fosca and dont look further at the person she is or might be this movie confronts me with very solemn questions about respect trust feeling manipulated and so on how do i now if someone manipulates me or is just trying everything to make contact what i think to be the most outstanding feature in this movie is that ettore scola made it absolutely believable that giorgio falls in love with fosca,positive
sure it was cheesy and nonsensical and at times corny but at least the filmmakers didnt try while most tv movies border on the brink of mediocrity this film actually has some redeeming qualities to it the cinematography was pretty good for a tv film and viggo mortensen displays shades of aragorn in a film about a man who played by his own rules most of the flashback sequences were kind of cheesy but the scene with the mountain lion was intense i was kind of annoyed by jason priestlys role in the film as a rebellious shock jock but then again its a tv movie despite all of the good things the soundtrack was atrocious however it was nice to see tucson arizona prominently featured in the film,positive
im not surprised that so many people fell for this one when i was watching this movie a couple viewers next to me sobbed whenever youre supposed to sob or at least feel touched like when hunting said he didnt love the girl like when robin williams character sorry i forgot his roles name was telling hunting repeatedly its not your fault oh lord just thinking of that scene gives me the goosebumps i couldnt have cared less for what would happen to the characters many people sob for hollywood manufactured characters they cant even relate to think titanic yuck but it really only made me cringe and want to get out of the theatre i guess i simply refuse to be psychically and emotionally manipulated by all thisfolks its not me whos being condescending those characters are and for no good reason because theyre unreal worse yet nothing is new or surprising even robin williams character is all clichedi gave it out of its probably not that bad its just quite mediocre but so many people went to the other extreme and gave it a so i figured a single balancing vote wont hurt,negative
roll is a wonderful little film toby malone plays an year old kid very well acted by the way who is into soccer malones cousin takes him out the night before his big game on an adventure with many twists and turns involving two gym bags a drug lord some tough bikers some cops and some prostitutes and the movie keeps us guessing as to which characters are on which side of the law what the contents of either gym bag is and even what gender a key biker is parts of it reminded me of lock stock and two smoking barrelsfor me roll reinforced three opinions that i already held before seeing roll those opinions are i really want to visit australia one day the country and cities are beautiful and it looks like such a cool place for a vacation some of the best filmmakers in the are australian the cinematography in roll was especially impressive i loved the stylized colors and lighting in many of the scenes australian women are hot,positive
im from romania ill try to speak in english all i want to say about this movie is that it is and will be my all time number one seen it above times at least and will see it for many years now it has all the little things i like in a movie its very touching makes me cry shows a whole lot of twisted love things and questions about love and reality and the true things that matter for different people it so happens that for me this matters the most the love the soul of a man hes inner being and this i see in this movie perhaps for me its much more than a motion picture its a proof in my mind that it could really exist and that you most make the best out of every moment you live with your soul mate its a long way from reality to sci fi but what if what if all the capitalism disappeared and economy would go down would fall we would all be concerned about other issues and my thought is that on your death bed the bigger thing you remember is not the wealth not the adventure not the countries you visited and the people that remember you but the true friends and your true love and the hope that after you die all will be god damn perfect and people would be good and care more watch this movie and probably it will guide you through your life like it did to me hail from romania,positive
the recent dvd release of good humor man labels the film as comedy its hardly a comedy rather a dull indie film about a group of losers supposedly set in the s there is scant attention paid to period details with overly muted color correction taking its place the monotonous soundtrack only serves to accentuate the repetitiveness of the film perhaps that is the point but it does not add to the enjoyment of the viewing experience apprarently the clique of losers only like to hang out at one location the bleachers it seems like the packaging of the film as a comedy is meant to deceive people into renting or buying this film which is a complete waste of time,negative
people watch movies for a variety of different reasons this movie didnt have the big budget theres no special effects no car chases and theres no explosions actually reality doesnt have much of these either at least not in my life this is a very real movie about very real people none of them perfect in any way but together they are put into a situation where they learn to explore and accept what is different and that in turn makes order out of chaos i am not prepared to limit the possibility of parapsychology since im neither an expert nor use the full extent of my own brainso watch this movie for the characters it is brim full of a whole cast of wonderful quirky folk within the first three minutes kiefer sutherland enacts detective michael haydens life superbly and he keeps developing the character throughout the movie excellent acting very believable henry czerny could not have been cast better and the rapport between his harvey and kiefers mickey enhances the oppositeness of their charactersi thoroughly enjoyed the cranky landlady mrs ramsay im sure she and my mother in law are good friendstheres a host more of these wonderful characters but space is limited here so watch the movie and enjoy them,positive
